service,course_id,group_id,person_id,name,email,type,topic_id,topic_description,date,SUCCESS,WARNING,FAILURE,ERROR,INFO,TIMEOUT
Code,1,1,,,,,,,,,,,
Code,1,1,a0025281,Parlo Samrohamo,parlo.samrohamo@student.tuwien.ac.at,,,,,,,,
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275841987,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844432,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844107,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275838525,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844959,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275843542,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275834157,0,2,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275837032,0,2,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275837322,0,2,0,1,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844686,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275852032,0,1,0,1,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275843961,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275833273,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275853872,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276106098,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275840186,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275838473,1,0,0,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275839666,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275834278,0,2,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844486,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275852771,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275854359,1,0,0,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275835672,0,2,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276116694,1,0,0,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275833693,0,2,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844829,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276088082,0,1,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275838317,1,1,0,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275839804,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275845268,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276083079,0,1,0,1,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275837982,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276084329,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275838256,1,1,0,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275840932,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275836885,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276107068,1,0,0,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844181,0,0,1,0,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275851188,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275836801,0,2,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276084445,0,1,0,1,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844654,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275839988,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275836448,0,2,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275838810,0,1,0,2,0,0
Code,1,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1275844023,0,0,1,0,0,0
Code,1,1,a0907843,Dawn Lucal,dawn.lucal@unet.univie.ac.at,100,1274261196,0,0,1,0,0,0
Code,1,1,a0907843,Dawn Lucal,dawn.lucal@unet.univie.ac.at,100,1274359441,0,0,1,0,0,0
Code,1,1,a0908037,Darisc Pathandri,darisc.pathandri@gmx.net,,,,,,,,
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276114645,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276028708,0,1,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275784851,0,2,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276084970,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275707493,0,2,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275770980,0,2,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276021214,0,1,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276097528,1,0,0,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275871048,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276089228,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276102539,0,2,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276105080,1,1,0,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276115020,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276116036,1,1,0,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275871606,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276090153,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276114472,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275873312,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275956994,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276107616,1,1,0,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275705845,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276115945,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276109833,1,1,0,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276115319,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275709324,0,2,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275873166,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276030870,0,1,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276112777,1,1,0,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275869329,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275981012,0,1,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275871249,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276082172,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275869232,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276115359,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276086684,0,1,0,1,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276081740,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276103303,1,1,0,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276115211,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275956304,0,1,0,2,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276114947,0,0,1,0,0,0
Code,1,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1275708005,0,2,0,1,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276106180,1,0,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276094762,0,2,0,1,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276084493,1,1,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1274699713,1,2,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1274701098,1,2,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276106019,1,0,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1274694884,1,2,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276103327,1,0,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276100799,0,0,1,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276081007,1,1,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276079449,1,2,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276094858,0,2,0,1,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276079950,1,2,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276095294,1,1,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276084593,1,0,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276100862,1,0,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276079278,1,2,0,0,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276105900,0,2,0,1,0,0
Code,1,1,a0909232,Nal Aymus,nal.aymus@unet.univie.ac.at,100,1276067411,1,2,0,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275582183,0,2,0,1,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275581973,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275584409,0,2,0,1,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275579354,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275985993,1,2,0,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275579575,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275583739,0,2,0,1,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275985176,0,2,0,2,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275587514,0,2,0,1,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1276031228,1,1,0,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275985557,1,2,0,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275983722,0,2,0,2,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,505,1277193083,1,1,0,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275581663,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275580230,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275984958,0,2,0,2,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275579687,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,505,1277193205,0,1,0,2,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275581933,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275587456,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275578866,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275579754,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,505,1277194098,1,0,0,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275983391,0,0,1,0,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275583194,0,2,0,1,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275985352,0,2,0,2,0,0
Code,1,1,a0909510,Mart Clian,mart.clian@unet.univie.ac.at,507,1275580124,0,0,1,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484138,0,0,1,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484189,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483561,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274639730,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274481154,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483725,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274628005,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483075,0,1,0,2,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274482831,0,1,0,2,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483430,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483632,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274478489,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274651680,1,0,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484061,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274479231,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483133,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484719,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274481260,0,1,0,2,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274482938,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274480620,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483949,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274652076,1,0,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274626541,0,1,0,2,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484548,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274627698,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484911,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274481209,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274634306,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274624839,0,2,0,2,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484487,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483488,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484832,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274483224,0,1,0,2,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274641078,1,0,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274481053,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274484594,1,1,0,0,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274634176,0,1,0,1,0,0
Code,1,1,a0909811,Gio Abdiel,gio.abdiel@unet.univie.ac.at,100,1274628161,0,1,0,1,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275924238,0,1,0,1,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275919682,0,0,1,0,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275988804,0,0,1,0,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275988363,0,0,1,0,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275917896,0,2,0,1,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276019765,0,1,0,2,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275920015,0,1,0,1,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276020088,1,1,0,0,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276005851,0,1,0,2,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275919834,0,2,0,1,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275918258,0,1,0,1,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276002429,1,2,0,0,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275421166,0,0,1,0,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275989503,0,1,0,1,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276002950,1,2,0,0,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1275988676,0,0,1,0,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276003412,0,2,0,2,0,0
Code,1,1,a0947209,Kolmed Tephal,kolmed.tephal@unet.univie.ac.at,505,1276005540,0,0,1,0,0,0
Code,1,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1274378632,1,0,0,0,0,0
Code,1,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1276081659,1,0,0,0,0,0
Code,1,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1274378418,0,0,1,0,0,0
Code,1,1,a0947423,Ruz Niemir,ruz.niemir@unet.univie.ac.at,505,1275377813,1,0,0,0,0,0
Code,1,1,a0948108,Braunt Abarre,braunt.abarre@unet.univie.ac.at,604,1276106291,0,0,1,0,0,0
Code,1,1,a0948108,Braunt Abarre,braunt.abarre@unet.univie.ac.at,604,1276106580,0,0,1,0,0,0
Code,1,1,a0948108,Braunt Abarre,braunt.abarre@unet.univie.ac.at,604,1276104535,0,0,1,0,0,0
Code,1,1,a0948108,Braunt Abarre,braunt.abarre@unet.univie.ac.at,604,1276106233,0,0,1,0,0,0
Code,1,1,a0948108,Braunt Abarre,braunt.abarre@unet.univie.ac.at,604,1276106531,0,0,1,0,0,0
Code,1,1,a0948571,Lanisa Cotavyn,lanisa.cotavyn@unet.univie.ac.at,,,,,,,,
Code,1,1,a0949607,Easpey Ristylonn,easpey.ristylonn@gmx.net,607,1275589446,1,0,0,0,0,0
Code,1,1,a0967995,Kaden Brodylan,kaden.brodylan@unet.univie.ac.at,,,,,,,,
Code,1,1,a0968843,Lon Classawn,lon.classawn@unet.univie.ac.at,,,,,,,,
Code,1,1,a6750338,Gus Carrick,gus.carrick@unet.univie.ac.at,,,,,,,,
Code,1,1,a7904809,Roland Chaus,roland.chaus@nielsen.com,,,,,,,,
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274528484,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274469838,0,0,1,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274469768,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274527350,0,1,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274525030,0,0,1,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274531946,0,1,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274529098,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274311624,0,0,1,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274263896,0,2,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274311823,0,1,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274470061,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274469710,0,0,1,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274523845,0,1,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274524709,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274525118,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274311954,0,1,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274531452,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274470185,0,1,0,2,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274529674,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274526520,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274261926,0,2,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274469902,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274262071,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274522854,0,1,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274524566,0,0,1,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274524076,0,2,0,1,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274529333,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274533182,1,0,0,0,0,0
Code,1,1,a8302652,Warl Emilian,warl.emilian@unet.univie.ac.at,100,1274523623,0,1,0,1,0,0
